column_name	sample_values_truncated
__index_level_1__	Downhill│Downhill│Downhill│Downhill│Downhill│Downhill│Downhill│Downhill
Chastain	area
label	Glasgow City│Dundee City│North Lanarkshire│East Ayrshire│Stirling│Clackmannanshire│Inverclyde│South Lanarkshire
OrganisationLabel	Cannock Chase Council│Cannock Chase Council│Cannock Chase Council│Cannock Chase Council│Cannock Chase Council│Cannock Chase Council│Cannock Chase Council│Cannock Chase Council
type	NON│NON│NON│NON│NON│NON│NON│NON
dataset	Gasto por habitante│Gasto por habitante│Gasto por habitante│Gasto por habitante│Gasto por habitante│Gasto por habitante│Gasto por habitante│Gasto por habitante
Wind Direction	SE│SSE│SSE│South│South│SW│East│SE
Wind	W│SSW│SSW│SSW│S│SSW│SSW│S
TEAM_CITY	San Antonio│San Antonio│San Antonio│San Antonio│San Antonio│San Antonio│San Antonio│San Antonio
column_type	country_code│country_name│region_code
Wind Direction	NNW│NNW│WNW│West│West│WNW│West│WNW
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
Wind Direction	ENE│East│NE│Calm│NNE│NE│NNE│NNE
country_name_filter	Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus
Wind Direction	Calm│SW│Calm│Calm│Calm│Calm│SSE│Calm
Title	Meetupdiary
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
name	Addepar│AeroFS│Affirm Delphix│Airbnb│AirWar│Akamai│Alarm.com│Amazon
ScadaSwId	SCADASW_NEW2│SCADASW_NEW2│SCADASW_NEW2│SCADASW_NEW2│SCADASW_NEW2│SCADASW_NEW2│SCADASW_NEW2│SCADASW_NEW2
California,	far│in│to
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
FeatureId	Nose│LEar│REar│Nose│Nose│Nose│LEar│REar
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
name	Afar│Amharic│Arabic│Hausa│Hebrew (modern)│Maltese│Oromo│Somali
Center_Name_s	GEO│GEO│GEO│GEO│GEO│GEO│GEO│GEO
ordenvalido	Caryophyllales│Caryophyllales│Caryophyllales│Caryophyllales│Caryophyllales│Caryophyllales
County	Somerset│Penobscot│Knox│Androscoggin│Aroostook│Cumberland│Oxford│York
TEAM_CITY	New York│New York│New York│New York│New York│New York│New York│New York
Wind Direction	SW│WSW│SW│WSW│Calm│SW│SW│Calm
categ_id	Fees│Fees│Fees│Fees│Fees│Fees
property_owner_addrprovince	TX│TX│TX│TX│TX
name	Aberdeenshire│Angus│Argyll│Avon│Ayrshire│Banffshire│Bedfordshire│Berkshire
Family	Centrolepidaceae│Centrolepidaceae│Centrolepidaceae│Centrolepidaceae│Centrolepidaceae│Centrolepidaceae│Centrolepidaceae│Centrolepidaceae
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
World / Drawdown Region	Asia (Sans Japan)│World│World│Middle East and Africa│Middle East and Africa│Middle East and Africa│Middle East and Africa│Middle East and Africa
REGIONE	LOMBARDIA│LOMBARDIA│LOMBARDIA│LOMBARDIA│LOMBARDIA│LOMBARDIA│LOMBARDIA│LOMBARDIA
title	To Have and To Hold│Red Pottage│Unleavened Bread│The Reign of Law│Eben Holden│Janice Meredith│The Redemption of David Corson│Richard Carvel
Events	Fog│Fog│Fog
Language_ID	pmv│ca│ca│ca│ca│ca│ca│ca
Describe any restrictions the grantor has placed on use of the material. Generally we require WORLD rights WITHOUT TERM limits for BOTH PRINT and ELECTRONIC formats (as applicable).	Restrictions
Wind Direction	SW│WSW│SW│WSW│Calm│SW│SW│Calm
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
interaction_type	PickedUp│RightGate│PickedUp│LeftGate│LeftGate│LeftGate│RightGate│RightGate
Wind Direction	SSE│SSE│South│South│South│South│South│South
code	CHEAONE│CHEATWO│CHOONE│CHOTWO
value	Afghanistan│Ajentina│Åland Islands│Albania│Aljeriya│Amelika│Andora│Angola
id	canton_101│canton_102│canton_103│canton_104│canton_105│canton_106│canton_107│canton_108
venue_state	GA│GA│CA
interaction_type	PickedUp│RightGate│RightGate│LeftGate│RightGate│LeftGate│RightGate│RightGate
__index_level_29__	total)│of│of│people)
County	Kennebec│Kennebec│Aroostook│Franklin│Cumberland│Aroostook│Cumberland│Hancock
uptake	Considerable│Considerable│Considerable│Considerable│Considerable
County	New Castle│Sussex│Sussex│New Castle│Sussex│New Castle│Kent│New Castle
was_home	South Charles│Coxchester│Gregorytown│Bakerton│New Dianaton│Margaretfort│Colonshire│Deleonborough
BSR	Bourbon France│Bourbon France│Bourbon France│Bourbon France│Bourbon France│Bourbon France│Bourbon France│Bourbon France
OrganisationLabel	North West Leicestershire District Council│North West Leicestershire District Council│North West Leicestershire District Council│North West Leicestershire District Council│North West Leicestershire District Council│North West Leicestershire District Council│North West Leicestershire District Council│North West Leicestershire District Council
of	Households
Wind Direction	North│Variable│Calm│Calm│Calm│Calm│Calm│Calm
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
OH	CA│OH│CA│OH│CA│OH│CA│OH
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
COUNTY	Limestone│Denton│Wilbarger│Wheeler│Polk│Lavaca│Harris│Gillespie
venue_state	MO│CA│GA│GA│CA
name	San Joaquin at Antioch│Mokelumne River at Benson's Ferry│Cache Slough│Cache Creek at Yolo│Old River at Coney Island│Clifton Court│Discovery Bay at Indian Slough│Doughty Cut above Grant Line Canal
frictModel	samosAT│samosAT│samosAT│samosAT
label	Abdomen│ActiveNotRecruiting│AerobicActivity│AnaerobicActivity│Anesthesia│Appearance│Ayurvedic│Bacteria
HD02_VD05	Margin of Error; Quintile Upper Limits: - Fourth Quintile│52│631│3705│4054│3246
Thomas	or│on│in
EstadoDoc	Si│Si
Events	Fog│Fog│Fog
of	Criterium│Inks/Summit│SOLUTIONS/PANTHER│Euclid,OH,,UNATTACHED│Heights,OH,,TEAM│NOVE
V26	orderPres│1│2│3│4│5
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
ORIGIN_STATE_ABR	FL│GA│GA
County	County│ROCK│JEFFERSON│ROCK│WASHINGTON│FORREST│LAMAR│COVINGTON
Provider State	AK│AK│AK│AK│AK│AK│AK│AK
County	OKFUSKEE│OKFUSKEE│MCCURTAIN│County│CLEVELAND│OKLAHOMA│MCCLAIN│JEFFERSON
TEAM_CITY	Memphis│Memphis│Memphis│Memphis│Memphis│Memphis│Memphis│Memphis
Type	Review│Article│Review│Article│Article│Review│Review│Article
OrganisationLabel	East Northamptonshire Council│East Northamptonshire Council│Corby Borough Council│Corby Borough Council│Corby Borough Council│Corby Borough Council│Corby Borough Council│Corby Borough Council
Steve.1	Gaza)│due│Windows│Muslim
County	County│County│BOURBON│CRAWFORD│BATES│CRAWFORD│BARTON│BATES
_partition	Column│Column│Column│Column│Column│Column│Column│Column
South	Road│Dorado│Rafael│Angeles,CA,,Willaims/SC│Fast│Rosa,CA,,McGuire│Cycling
Wind Direction	North│North│North│NNE│North│North│NW│West
country_name_filter	Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus│Cyprus
Events	Fog│Fog│Fog-Rain│Fog-Rain│Fog-Rain│Fog-Rain│Fog│Fog
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Wind Direction	Calm│NE│East│East│East│ESE│SE│ESE
service_areas	Colma│San Mateo County│San Mateo County│San Mateo County│San Mateo County│San Mateo County│Belmont, Burlingame, East Palo Alto│Belmont, East Palo Alto
__index_level_2__	Cat 1/2/3/4/5│Cat 1/2/3/4/5│Cat 1/2/3/4/5│Cat 1/2/3/4/5│Cat 1/2/3/4/5│Cat 1/2/3/4/5│Cat 1/2/3/4/5│Cat 1/2/3/4/5
__index_level_331__	Europe’s│led
id	type│test│test│test│test│test│test
Old.GPO	U.S.│Ala.│Alaska│Ariz.│Ark.│Calif.│Colo.│Conn.
interaction_type	PickedUp│RightGate│RightGate│PickedUp│RightGate│RightGate│RightGate│RightGate
__index_level_2__	Line│1
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
TEAM_CITY	Philadelphia│Philadelphia│Philadelphia│Philadelphia│Philadelphia│Philadelphia│Philadelphia│Philadelphia
Method	Main│Main│Main│Main│Main│Main│Main│Main
Mountain	Time│Junior│Junior│Sheep│Time
請求先	テストアカウント│テストアカウント
Namespace	Postal│Postal│Postal│Postal│Postal│Postal│Postal│Postal
MachineName	IZNOGOUD│IZNOGOUD│IZNOGOUD│IZNOGOUD│IZNOGOUD│IZNOGOUD│IZNOGOUD│IZNOGOUD
Wind Direction	WSW│WSW│Calm│Calm│NNE│ENE│ENE│ENE
__index_level_1__	Criterium│Criterium│Criterium│Criterium│Criterium│Criterium│Criterium│Criterium
TEAM_CITY	Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento
SightRange	int│5500│5500│5500│7500│5000│5500│7700
was_home	Nathanielmouth│East Dylan│Annechester│North Richardmouth│Jenniferton│Alexanderton│West Mitchellview│Port Kristin
Object	Points│Points│Points│Points│Points│Points│Points│Points
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
Project	PowerShellFar│PowerShellFar│PowerShellFar│PowerShellFar│PowerShellFar│PowerShellFar│PowerShellFar│PowerShellFar
Language_ID	psi│pch│pmv│pse│cr│hi│ma│ma
Wind Direction	Calm│Calm│East│East│SSE│East│East│ESE
SHOT_ZONE_BASIC	Restricted Area│Restricted Area│In The Paint (Non-RA)│Restricted Area│Restricted Area│Restricted Area│Restricted Area
Wind Direction	NNE│NNE│North│NNE│NNE│NNE│North│North
Steward	geo│geo│geo
TEAM_CITY	Dallas│Dallas│Dallas│Dallas│Dallas│Dallas│Dallas│Dallas
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
folder_owner_addrprovince	TX│TX│TX│TX│TX
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Agarius	Agarius│Agarius│Agarius│Agarius│Agarius│Agarius│Agarius│Agarius
__index_level_8__	Power│Canadian│privilege.│Women
Wind Direction	WNW│NW│NNW│NNW│Calm│SSW│SW│SSW
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
interaction_type	RightGate│Pushed│RightGate│PickedUp│RightGate│RightGate│LeftGate│LeftGate
Method	Main│Main│Main│Main│Main│Main
pl_bmassprov	Mass│Msini
Wind Direction	West│WNW│WNW│WNW│WNW│WNW│NW│WNW
Events	Rain-Thunderstorm│Rain-Thunderstorm│Rain│Rain│Fog│Fog
in	Men│Men
value	Abchazisch│Adangme│Adygees│Afaan Oromo│Afar│Afrihili│Afrikaans│Aghem
name	Borrachinea│paludosa
interaction_type	Pushed│RightGate│RightGate│RightGate│PickedUp│LeftGate│RightGate│RightGate
Provider State	NV│NV│NV│NV│NV│NV│NV│NV
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
County	County│MACON│RUSSELL│ALCORN│County│SUMNER│LAUDERDALE│LEE
TEAM_CITY	Cleveland│Cleveland│Cleveland│Cleveland│Cleveland│Cleveland│Cleveland│Cleveland
topic_description	SOCIAL_CHANGE│SOCIAL_CHANGE│SOCIAL_CHANGE│SOCIAL_CHANGE│SOCIAL_CHANGE│SOCIAL_CHANGE│SOCIAL_CHANGE│SOCIAL_CHANGE
Language_ID	psc│psi│pma│pmv│pse│ca│hi│ma
Wind Direction	SW│WSW│WSW│West│West│West│West│West
value	Abkhazian│Achinese│Acoli│Adangme│Adyghe│Afar│Afrihili│Afrikaans
Language_ID	psi│pmv│pwc│pdh│st│ch│ot│wi
GEO.display-label	Geography│Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut
County	Flathead│Flathead│Ravalli│Ravalli│Jefferson│Lincoln│Missoula│Rosebud
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
topic_description	FEDERAL_BUDGET│FEDERAL_BUDGET│FEDERAL_BUDGET│FEDERAL_BUDGET│FEDERAL_BUDGET│FEDERAL_BUDGET│FEDERAL_BUDGET│FEDERAL_BUDGET
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
source	Aegon-I-Targaryen│Aegon-Targaryen-(son-of-Rhaegar)│Aegon-Targaryen-(son-of-Rhaegar)│Aegon-Targaryen-(son-of-Rhaegar)│Aegon-Targaryen-(son-of-Rhaegar)│Aegon-Targaryen-(son-of-Rhaegar)│Aegon-Targaryen-(son-of-Rhaegar)│Aegon-Targaryen-(son-of-Rhaegar)
site	oregonYP│oregonYP│oregonYP│oregonYP│oregonYP│oregonYP│oregonYP│oregonYP
County	Wrangell-Petersburg│Kenai-Cook Inlet│Bethel│Seward│Fairbanks│Nome│Matanuska-Susitna│Cordova-Mccarthy
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
TEAM_CITY	Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City
Language_ID	psi│pma│pmv│hi│ma│ma│pda│pwc
Wind Direction	ESE│East│East│East│ENE│ENE│NNW│Calm
Wind Direction	NW│WNW│WNW│NW│NNW│NW│NW│WNW
capital	State│State│State│State│State│State│State│State
Term Source REF.4	UO│UO│UO│UO
Home	Port Dana│Port Kathryn│North Daniel│West Cindyshire│Bethton│East Mariamouth│West Marvinchester│Whiteheadport
Sophomore	Sophomore│Alum│Alum│Freshman│Alum│Freshman│Niche User│Graduate Student
Provider State	NM│NM│NM│NM│NM│NM│NM│NM
ID	ID│ID│ID
Wind Direction	South│WSW│Calm│Calm│Calm│WSW│West│NW
name	Total│European Union (EU27)│Europe (Not-EU)│Middle-East│America│Asia-Pacific│Africa│United Kingdom
Events	Snow│Snow│Snow│Snow
Wind Direction	SSW│SSW│SSW│SSW│SSW│SSW│SSW│South
__index_level_8__	Power│Canadian│privilege.│Women
outcome	Grasby2020surfarea│Grasby2020surfarea│Grasby2020surfarea│Grasby2020surfarea│Grasby2020surfarea│Grasby2020surfarea│Grasby2020surfarea│Grasby2020surfarea
-.1	WARDEN
interaction_type	PickedUp│RightGate│Pushed│RightGate│RightGate│PickedUp│RightGate│Pushed
value	Abchazisch│Adangme│Adygees│Afaan Oromo│Afar│Afrihili│Afrikaans│Aghem
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
__index_level_2__	County│KENT│KENT│SUSSEX│SUSSEX│SUSSEX│KENT│KENT
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
interaction_type	LeftGate│LeftGate│RightGate│LeftGate│LeftGate│RightGate│LeftGate│LeftGate
interaction_type	PickedUp│RightGate│RightGate│RightGate│RightGate│RightGate│RightGate│RightGate
Wind Direction	South│South│South│South│South│SSE│South│South
id.outcome	ncieIq│ncieIq│ncieIq│ncieIq│ncieIq│ncieIq│ncieIq│ncieIq
Label	O│O│O│O│O│O│O│O
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
CHILD	OPEAST│OPWEST│INJEAST│OP│WI│FIELD│AREA│OP1
topic_description	HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS
Provider State	NM│NM│NM│NM│NM│NM│NM│NM
Label	O│O│O│O│O│O│O│O
Wind Direction	WSW│SW│West│WNW│WNW│WNW│NW│NW
name	Xestaea│lisianthoides
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
Wind Direction	WNW│WNW│West│West│West│WNW│West│West
Location	WAYLAND│2 NE WAYLAND│4 NE WAYLAND│Location│BRATSBERG│3 SE HOUSTON│2 SE LA CROSSE│HOLMEN
Severe Significant	Significant│Not Significant│Significant│Not Significant│Not Significant
Wind Direction	Calm│Calm│Calm│Calm│Calm│Calm│NNW│Calm
DL State	FL│FL│FL│FL│FL│FL│FL│MA
Wind Direction	NNE│North│Variable│NW│NNW│North│North│North
Wind Direction	ESE│East│ESE│ESE│ESE│East│East│NE
community_type	Nonprofit│Nonprofit│Nonprofit│Nonprofit│Nonprofit│Nonprofit│Nonprofit
County	County│LANCASTER│MONROE│BERKS│LEHIGH│NORTHAMPTON│BERKS│MONTGOMERY
Language_ID	pmv│pda│la│la│la│la│la│la
me.1	GitHub│vulnerability│is
Wind Direction	WNW│NW│NNW│NNW│Calm│SSW│SW│SSW
TEAM_CITY	Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento│Sacramento
Tank	xc│xc
dominant_object	Hand│Hand│Hand│Hand│Hand│Hand│Hand│Hand
ActivityLocation/HorizontalAccuracyMeasure/MeasureValue	actHorizontalAccuracy│actHorizontalAccuracy
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
TE_ICM	TE│TE│TE│TE│TE│TE│TE│TE
Status	Operational│Operational│Operational│Operational│Operational│Operational│Operational│Operational
INITDIR	South│East│South│North│North│West
ordenvalido	Caryophyllales│Caryophyllales│Caryophyllales│Caryophyllales│Caryophyllales
